migration_group,old_root,old_subcategory,slug,new_root,new_subcategory,old_url,new_url,product_id,sku,current_category_slug,current_subcategory_slug,target_taxonomy_path,publication_status,pdp_visibility,listing_visibility,seo_indexing,sitemap_include,search_state,notes,name,current_category_name,current_subcategory_name,current_product_type,current_product_sub_type,target_taxon_slug,target_taxon_name,is_active,stock_status,canonical_runtime_url,old_url_matches_legacy_shape,new_url_matches_taxonomy_shape,redirect_db_exact_old_url,redirect_db_exact_to_expected_new_url,redirect_collision,redirect_chain_risk,redirect_loop_risk,root_listing_impact,featured_block_impact,filter_derivation_impact,admin_query_impact,breadcrumb_label_risk,migrate_readiness,action_needed
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-r-border-inax-40brb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-r-border-inax-40brb,/gach-op-lat/gach-op-tuong/gach-op-tuong-r-border-inax-40brb,7846,INAX-40B/RB-3,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường R-BORDER INAX-40B/RB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-r-border-inax-40brb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-r-border-inax-40brb-2,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-r-border-inax-40brb-2,/gach-op-lat/gach-op-tuong/gach-op-tuong-r-border-inax-40brb-2,9963,INAX-40B/RB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường R-BORDER INAX-40B/RB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-r-border-inax-40brb-2,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-sb-stone-border-inax-30bsb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-sb-stone-border-inax-30bsb,/gach-op-lat/gach-op-tuong/gach-op-tuong-sb-stone-border-inax-30bsb,7848,INAX-30B/SB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường SB-STONE BORDER INAX-30B/SB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-sb-stone-border-inax-30bsb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-slc-shijyu-luster-color-inax-255slc,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-slc-shijyu-luster-color-inax-255slc,/gach-op-lat/gach-op-tuong/gach-op-tuong-slc-shijyu-luster-color-inax-255slc,7857,INAX-255/SLC-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-slc-shijyu-luster-color-inax-255slc,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-takeborder-inax-30btkb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-takeborder-inax-30btkb,/gach-op-lat/gach-op-tuong/gach-op-tuong-takeborder-inax-30btkb,7847,INAX-30B/TKB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường TAKEBORDER INAX-30B/TKB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-takeborder-inax-30btkb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-tanada-inax-255tnd,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-tanada-inax-255tnd,/gach-op-lat/gach-op-tuong/gach-op-tuong-tanada-inax-255tnd,7839,INAX-255/TND-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường TANADA INAX-255/TND,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-tanada-inax-255tnd,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-viz-zen-su-dung-vua-inax-hoac-keo-dan-inax-2312viz,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-viz-zen-su-dung-vua-inax-hoac-keo-dan-inax-2312viz,/gach-op-lat/gach-op-tuong/gach-op-tuong-viz-zen-su-dung-vua-inax-hoac-keo-dan-inax-2312viz,7853,INAX-2312/VIZ-1-DK,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-viz-zen-su-dung-vua-inax-hoac-keo-dan-inax-2312viz,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-wave-border-inax-dcf-20bnetwab,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-wave-border-inax-dcf-20bnetwab,/gach-op-lat/gach-op-tuong/gach-op-tuong-wave-border-inax-dcf-20bnetwab,7830,DCF-20BNET/WAB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường WAVE BORDER INAX DCF-20BNET/WAB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-wave-border-inax-dcf-20bnetwab,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-wv-waves-inax-50p1wv,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-wv-waves-inax-50p1wv,/gach-op-lat/gach-op-tuong/gach-op-tuong-wv-waves-inax-50p1wv,7836,IM-50P1/WV-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường WV-WAVES INAX-50P1/WV,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-wv-waves-inax-50p1wv,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> thiet-bi-bep,thiet-bi-ve-sinh,chau-rua-chen,bo-xa-chau-rua-chen-grohe-40986sd0-20585,thiet-bi-bep,chau-rua-chen,/thiet-bi-ve-sinh/chau-rua-chen/bo-xa-chau-rua-chen-grohe-40986sd0-20585,/thiet-bi-bep/chau-rua-chen/bo-xa-chau-rua-chen-grohe-40986sd0-20585,24561,40986SD0,thiet-bi-ve-sinh,chau-rua-chen,thiet-bi-bep/chau-rua-chen,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Bộ xả chậu rửa chén GROHE 40986SD0,Thiết bị vệ sinh,Chậu Rửa Chén,chau-rua-chen,,chau-rua-chen,Chậu rửa chén,false,in_stock,/thiet-bi-bep/chau-rua-chen/bo-xa-chau-rua-chen-grohe-40986sd0-20585,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> thiet-bi-bep,thiet-bi-ve-sinh,chau-rua-chen,gio-dat-len-chau-rua-chen-moen-23701-10158,thiet-bi-bep,chau-rua-chen,/thiet-bi-ve-sinh/chau-rua-chen/gio-dat-len-chau-rua-chen-moen-23701-10158,/thiet-bi-bep/chau-rua-chen/gio-dat-len-chau-rua-chen-moen-23701-10158,5202,23701,thiet-bi-ve-sinh,chau-rua-chen,thiet-bi-bep/chau-rua-chen,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Giỏ đặt lên chậu rửa chén MOEN 23701,Thiết bị vệ sinh,Chậu Rửa Chén,chau-rua-chen,,chau-rua-chen,Chậu rửa chén,false,in_stock,/thiet-bi-bep/chau-rua-chen/gio-dat-len-chau-rua-chen-moen-23701-10158,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> thiet-bi-bep,thiet-bi-ve-sinh,chau-rua-chen,khay-dat-len-chau-rua-chen-moen-23708-10160,thiet-bi-bep,chau-rua-chen,/thiet-bi-ve-sinh/chau-rua-chen/khay-dat-len-chau-rua-chen-moen-23708-10160,/thiet-bi-bep/chau-rua-chen/khay-dat-len-chau-rua-chen-moen-23708-10160,5204,23708,thiet-bi-ve-sinh,chau-rua-chen,thiet-bi-bep/chau-rua-chen,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Khay đặt lên chậu rửa chén MOEN 23708,Thiết bị vệ sinh,Chậu Rửa Chén,chau-rua-chen,,chau-rua-chen,Chậu rửa chén,false,in_stock,/thiet-bi-bep/chau-rua-chen/khay-dat-len-chau-rua-chen-moen-23708-10160,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-da-nang-ket-hop-gian-tiep-va-truc-tiep-atmor-inline,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-da-nang-ket-hop-gian-tiep-va-truc-tiep-atmor-inline,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-da-nang-ket-hop-gian-tiep-va-truc-tiep-atmor-inline,5347,INLINE,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng đa năng (kết hợp gián tiếp và trực tiếp) ATMOR INLINE,Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-truc-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-da-nang-ket-hop-gian-tiep-va-truc-tiep-atmor-inline,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-gian-tiep-15l-atmor-at-15e,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-gian-tiep-15l-atmor-at-15e,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-15l-atmor-at-15e,5345,AT-15E,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng gián tiếp 15L ATMOR AT-15E (AT15E),Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-truc-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-15l-atmor-at-15e,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-gian-tiep-30l-atmor-at-30e,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-gian-tiep-30l-atmor-at-30e,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-30l-atmor-at-30e,5346,AT-30E,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng gián tiếp 30L ATMOR AT-30E (AT30E),Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-truc-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-30l-atmor-at-30e,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-gian-tiep-atmor-at-30h-at-50h-at-80h,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-gian-tiep-atmor-at-30h-at-50h-at-80h,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-atmor-at-30h-at-50h-at-80h,5343,AT-30H,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng gián tiếp ATMOR AT-30H / AT-50H / AT-80H,Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-gian-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-atmor-at-30h-at-50h-at-80h,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-gian-tiep-dieu-khien-tu-xa-atmor-at-50hr-at-80hr,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-gian-tiep-dieu-khien-tu-xa-atmor-at-50hr-at-80hr,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-dieu-khien-tu-xa-atmor-at-50hr-at-80hr,5344,AT-50HR,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng gián tiếp điều khiển từ xa ATMOR AT-50HR / AT-80HR,Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-gian-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-dieu-khien-tu-xa-atmor-at-50hr-at-80hr,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-gian-tiep-kieu-dung-atmor,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-dung-atmor,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-dung-atmor,5304,AT-150EV,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng gián tiếp kiểu đứng ATMOR,Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-gian-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-dung-atmor,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-gian-tiep-kieu-ngang-atmor-at-30eh-at-50eh-at-80eh,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-ngang-atmor-at-30eh-at-50eh-at-80eh,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-ngang-atmor-at-30eh-at-50eh-at-80eh,5305,AT-50EH,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng gián tiếp kiểu ngang ATMOR AT-30EH / AT-50EH / AT-80EH,Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-gian-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-ngang-atmor-at-30eh-at-50eh-at-80eh,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-gian-tiep-kieu-ngang-atmor-at-30eht-at-50eht,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-ngang-atmor-at-30eht-at-50eht,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-ngang-atmor-at-30eht-at-50eht,5306,AT-50EHT,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng gián tiếp kiểu ngang ATMOR AT-30EHT / AT-50EHT,Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-gian-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-gian-tiep-kieu-ngang-atmor-at-30eht-at-50eht,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-truc-tiep-5kw-atmor-lotus,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-truc-tiep-5kw-atmor-lotus,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-truc-tiep-5kw-atmor-lotus,5342,LOTUS,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng trực tiếp 5kW ATMOR LOTUS,Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-truc-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-truc-tiep-5kw-atmor-lotus,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-truc-tiep-5kw-atmor-new,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-truc-tiep-5kw-atmor-new,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-truc-tiep-5kw-atmor-new,5341,NEW,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng trực tiếp 5kW ATMOR NEW,Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-truc-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-truc-tiep-5kw-atmor-new,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-truc-tiep-sieu-mong-3-5kw-atmor-at-368e,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-truc-tiep-sieu-mong-3-5kw-atmor-at-368e,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-truc-tiep-sieu-mong-3-5kw-atmor-at-368e,5339,AT-368E,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng trực tiếp siêu mỏng 3.5kW ATMOR AT-368E (AT368E),Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-truc-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-truc-tiep-sieu-mong-3-5kw-atmor-at-368e,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> vat-lieu-nuoc,thiet-bi-ve-sinh,may-nuoc-nong,may-nuoc-nong-truc-tiep-sieu-mong-4-5kw-atmor-at-378ep,vat-lieu-nuoc,may-nuoc-nong,/thiet-bi-ve-sinh/may-nuoc-nong/may-nuoc-nong-truc-tiep-sieu-mong-4-5kw-atmor-at-378ep,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-truc-tiep-sieu-mong-4-5kw-atmor-at-378ep,5340,AT-378EP,thiet-bi-ve-sinh,may-nuoc-nong,vat-lieu-nuoc/may-nuoc-nong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh,Máy nước nóng trực tiếp siêu mỏng 4.5kW ATMOR AT-378EP (AT378EP),Thiết bị vệ sinh,Máy Nước Nóng,may-nuoc-nong-truc-tiep,,may-nuoc-nong,Máy nước nóng,true,in_stock,/vat-lieu-nuoc/may-nuoc-nong/may-nuoc-nong-truc-tiep-sieu-mong-4-5kw-atmor-at-378ep,true,true,no,missing,none,no,no,high,high,high,high,low,patch_before_migrate,legacy_fields_not_aligned_with_target
